rank,as_of_date,window_key,window_days,period_label,product_id,product_name,product_image_url,priority_level,priority_sort_score,revenue_change_rate_30d,revenue_change_rate,revenue_compare_state,revenue_compare_note,revenue_30d_compare_state,revenue_30d_compare_note,revenue_reason,role_taxonomy,role_reason,role_evidence_status,brand_score_status,brand_score_reason,revenue_freshness_max_date,role_freshness_max_date,brand_revenue_current,brand_revenue_previous,brand_revenue_delta_rate,brand_revenue_30d_current,brand_revenue_30d_previous,brand_revenue_30d_delta_rate
148,2026-04-18,1d,1,하루 기준,1000000027,마스코바도 설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000027/image/list/1000000027_list_012.jpg,정상 유지,-1400000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,반복구매기여,하루 기준 반복구매기여 기준 하루 기준 주요 신호 0.12,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
149,2026-04-18,7d,7,최근 7일,1000000042,약식,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000042/image/list/1000000042_list_03.jpg,정상 유지,-1500000,,0.06702412868632708,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 6.7%,동시구매기여,최근 7일 동시구매기여 기준 최근 7일 주요 신호 0.43,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
150,2026-04-18,1d,1,하루 기준,1000000127,흑임자이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000127/image/list/1000000127_list_053.jpg,정상 유지,-1650000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,동시구매기여,하루 기준 동시구매기여 기준 하루 기준 주요 신호 0.42,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
151,2026-04-18,1d,1,하루 기준,1000000090,일리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000090/image/list/1000000090_list_073.jpg,정상 유지,-1800000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,동시구매기여,하루 기준 동시구매기여 기준 하루 기준 주요 신호 0.11,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
152,2026-04-18,30d,30,최근 30일,1000000070,마스코바도 쑥설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000070/image/list/1000000070_list_027.jpg,정상 유지,-3100000,0.3416666666666667,0.3416666666666667,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 34.2%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
153,2026-04-18,1d,1,하루 기준,1000000066,쑥인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000066/image/list/1000000066_list_042.jpg,정상 유지,-3700000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,반복구매기여,하루 기준 반복구매기여 기준 하루 기준 주요 신호 0.30,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
154,2026-04-18,1d,1,하루 기준,1000000042,약식,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000042/image/list/1000000042_list_03.jpg,정상 유지,-4000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,동시구매기여,하루 기준 동시구매기여 기준 하루 기준 주요 신호 0.42,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
155,2026-04-18,30d,30,최근 30일,1000000143,"경기참기름, 경기들기름",https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000143/image/list/1000000143_list_079.jpg,정상 유지,-4000000,0.6329113924050633,0.6329113924050633,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 63.3%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
156,2026-04-18,30d,30,최근 30일,1000000074,경기 콩약과(10ea),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000074/image/list/1000000074_list_06.jpg,정상 유지,-4200000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,동시구매기여,최근 30일 동시구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,unavailable,최근 30일 브랜드 점수 산출 없음,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
157,2026-04-18,7d,7,최근 7일,1000000143,"경기참기름, 경기들기름",https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000143/image/list/1000000143_list_079.jpg,정상 유지,-6000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,반복구매기여,최근 7일 반복구매기여 기준 최근 7일 주요 신호 0.13,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
158,2026-04-18,30d,30,최근 30일,1000000154,화연상,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000154/image/list/1000000154_list_031.jpg,정상 유지,-7340000,1.5,1.5,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 150.0%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
159,2026-04-18,1d,1,하루 기준,1000000112,매화 5송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000112/image/list/1000000112_list_032.jpg,정상 유지,-8030000,,0.7,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 70.0%,반복구매기여,하루 기준 반복구매기여 기준 하루 기준 주요 신호 0.17,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
160,2026-04-18,30d,30,최근 30일,1000000071,마스코바도 호박설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000071/image/list/1000000071_list_020.jpg,정상 유지,-10100000,1.11,1.11,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 111.0%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
161,2026-04-18,30d,30,최근 30일,1000000066,쑥인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000066/image/list/1000000066_list_042.jpg,정상 유지,-10200000,0.15719298245614036,0.15719298245614036,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 15.7%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
162,2026-04-18,30d,30,최근 30일,1000000063,쑥이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000063/image/list/1000000063_list_055.jpg,정상 유지,-12250000,0.046935883811548,0.046935883811548,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 4.7%,동시구매기여,최근 30일 동시구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
163,2026-04-18,7d,7,최근 7일,1000000094,매화 3송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000094/image/list/1000000094_list_039.jpg,정상 유지,-16320000,,0.27584010192705843,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 27.6%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.27,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
164,2026-04-18,1d,1,하루 기준,1000000111,매화 3송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000111/image/list/1000000111_list_056.jpg,정상 유지,-19000000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 0.0%,첫구매기여,하루 기준 첫구매기여 기준 하루 기준 주요 신호 0.32,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
165,2026-04-18,30d,30,최근 30일,1000000089,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000089/image/list/1000000089_list_027.jpg,정상 유지,-20000000,0.07177033492822966,0.07177033492822966,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 7.2%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
166,2026-04-18,7d,7,최근 7일,1000000066,쑥인절미,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000066/image/list/1000000066_list_042.jpg,정상 유지,-20300000,,4.531914893617022,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 453.2%,반복구매기여,최근 7일 반복구매기여 기준 최근 7일 주요 신호 0.31,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
167,2026-04-18,7d,7,최근 7일,1000000062,흰이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000062/image/list/1000000062_list_062.jpg,정상 유지,-24700000,,1.4005449591280654,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 140.1%,동시구매기여,최근 7일 동시구매기여 기준 최근 7일 주요 신호 0.34,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
168,2026-04-18,7d,7,최근 7일,1000000091,일리향 2단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000091/image/list/1000000091_list_092.jpg,정상 유지,-28650000,,0.5690978886756238,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 56.9%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.26,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
169,2026-04-18,1d,1,하루 기준,1000000062,흰이티,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000062/image/list/1000000062_list_062.jpg,정상 유지,-29900000,,11.660377358490566,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 1166.0%,동시구매기여,하루 기준 동시구매기여 기준 하루 기준 주요 신호 0.34,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
170,2026-04-18,7d,7,최근 7일,1000000045,완두시루떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000045/image/list/1000000045_list_095.jpg,정상 유지,-31400000,,3.24,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 324.0%,동시구매기여,최근 7일 동시구매기여 기준 최근 7일 주요 신호 0.63,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
171,2026-04-18,7d,7,최근 7일,1000000084,십리향 1단 (1호 2호 3호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000084/image/list/1000000084_list_028.jpg,정상 유지,-31950000,,2.657258064516129,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 265.7%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.14,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
172,2026-04-18,7d,7,최근 7일,1000000069,설기세트,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000069/image/list/1000000069_list_033.jpg,정상 유지,-33800000,,14.5,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 1450.0%,반복구매기여,최근 7일 반복구매기여 기준 최근 7일 주요 신호 0.21,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
173,2026-04-18,30d,30,최근 30일,1000000086,십리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000086/image/list/1000000086_list_048.jpg,정상 유지,-41800000,0.18440327445066781,0.18440327445066781,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 18.4%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
174,2026-04-18,30d,30,최근 30일,1000000044,고구마찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000044/image/list/1000000044_list_088.jpg,정상 유지,-43050000,0.49272930648769575,0.49272930648769575,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 49.3%,동시구매기여,최근 30일 동시구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
175,2026-04-18,30d,30,최근 30일,1000000083,백설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000083/image/list/1000000083_list_054.jpg,정상 유지,-50200000,5.688888888888889,5.688888888888889,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 568.9%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
176,2026-04-18,7d,7,최근 7일,1000000113,매화 5송이 3호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000113/image/list/1000000113_list_070.jpg,정상 유지,-57220000,,1.5043927648578812,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 150.4%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.21,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
177,2026-04-18,30d,30,최근 30일,1000000088,백리향 2단 (1호 2호),https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000088/image/list/1000000088_list_033.jpg,정상 유지,-59100000,0.08968810625279809,0.08968810625279809,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 9.0%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
178,2026-04-18,7d,7,최근 7일,1000000112,매화 5송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000112/image/list/1000000112_list_032.jpg,정상 유지,-62110000,,0.917696670059619,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 91.8%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.18,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
179,2026-04-18,30d,30,최근 30일,1000000069,설기세트,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000069/image/list/1000000069_list_033.jpg,정상 유지,-69724000,2.6336486184553514,2.6336486184553514,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 263.4%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
180,2026-04-18,30d,30,최근 30일,1000000045,완두시루떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000045/image/list/1000000045_list_095.jpg,정상 유지,-69850000,0.4747068676716918,0.4747068676716918,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 47.5%,동시구매기여,최근 30일 동시구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
181,2026-04-18,7d,7,최근 7일,1000000044,고구마찰떡,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000044/image/list/1000000044_list_088.jpg,정상 유지,-71200000,,14.44,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 1444.0%,동시구매기여,최근 7일 동시구매기여 기준 최근 7일 주요 신호 0.37,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
182,2026-04-18,7d,7,최근 7일,1000000089,백리향 3단,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000089/image/list/1000000089_list_027.jpg,정상 유지,-75900000,,0,available,직전 동일 길이 기간과 비교 가능합니다.,,,최근 7일 매출이 직전기간 대비 0.0%,재구매확장기여,최근 7일 재구매확장기여 기준 최근 7일 주요 신호 0.43,available,limited,최근 7일 브랜드 점수 참고용,2026-04-18,2026-04-18,25575500,35701600,-0.2836315459251126,,,
183,2026-04-18,1d,1,하루 기준,1000000093,매화 2송이 1호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000093/image/list/1000000093_list_057.jpg,정상 유지,-78390000,,3.0003779289493577,available,직전 동일 길이 기간과 비교 가능합니다.,,,하루 기준 매출이 직전기간 대비 300.0%,첫구매기여,하루 기준 첫구매기여 기준 하루 기준 주요 신호 0.64,available,limited,하루 기준 브랜드 점수 참고용,2026-04-18,2026-04-18,2861800,2947300,-0.029009602008618057,,,
184,2026-04-18,30d,30,최근 30일,1000000028,마스코바도 딸기설기,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000028/image/list/1000000028_list_04.jpg,정상 유지,-81800000,0,0,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 0.0%,반복구매기여,최근 30일 반복구매기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
185,2026-04-18,30d,30,최근 30일,1000000110,매화 3송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000110/image/list/1000000110_list_026.jpg,정상 유지,-196610000,0.6593813607394308,0.6593813607394308,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 65.9%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
186,2026-04-18,30d,30,최근 30일,1000000108,매화 2송이 2호,https://godomall.speedycdn.net/a1ce4a197810c4cd52677b215337ca9e/goods/1000000108/image/list/1000000108_list_020.jpg,정상 유지,-1155460000,0.7621125052720371,0.7621125052720371,available,직전 동일 길이 기간과 비교 가능합니다.,available,직전 동일 길이 기간과 비교 가능합니다.,최근 30일 매출이 직전기간 대비 76.2%,재구매확장기여,최근 30일 재구매확장기여 기준 최근 30일 역할 관측은 참고용입니다.,limited,limited,최근 30일 브랜드 점수 참고용,2026-04-18,2026-04-18,161962180,195510440,-0.17159318960153738,161962180,195510440,-0.17159318960153738
